title,description,Brand,imageName,Tags,price,Variation,category
WULF NEXT,"
                 At 4 inches tall, this compact stunner incorporates incredible features like a 5-temp setting, magnetic mouthpiece and a 30 second heat up time for advanced sessions whether on the go or comfortable at home. Flavor at the palm of your hands, don’t miss out on the innovative, portable Wulf Next Vaporizer by Wulf Mods.WARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s
parent and subsidiary companies are not held responsible for any damage for any
modification of the batteries, chargers, devices and other products that we
carry in any form or shape, this is including pack making.

 

SunshineNovelty.com and any or all of SunshineNovelty.com’s
parent and subsidiary companies will not be held responsible or liable for any
injury, damage, or defect, permanent or temporary that may be caused by the
improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly.

                              ","BRAND:
EXXUS",WULF NEXT.png,"VAPORIZER,VAPE KIT,PORTABLE,WULF,MOD KIT","$40.00,$40.00,$40.00,$40.00,$40.00,$40.00","BLACK,BLUE,FULL COLOR,GREEN,GUNMETAL,RED",KITS
VOOPOO ARGUS POD MOD KIT,"
                 Check out the Voopoo Argus 40W Pod Mod Kit, featuring the GENE.TT Chipset, integrated 1500mAh battery, and compatibility with the PnP Coil Series. Constructed from durable zinc-alloy, the Voopoo Argus Pod Mod Kit accented with leather for a luxurious hand feel to accompany the durable chassis. With the intelligent GENE.TT Chipset at the helm, the Argus Pod Mod Kit can deliver superior vapor in a myriad of modes and has safeguards to prevent burning the coil. Operating off a dual ignition system, the Argus Pod Mod can deliver vapor via button activated firing or draw-activated firing modes. Compatible with both MTL or DTL Coils, the Argus Pod Mod can be used with the PnP DTL Tank or PnP MTL Tank, for outputting the best flavor or vapor from your favorite eJuice.VOOPOO ARGUS POD MOD KIT FEATURES:GENE.TT ChipsetDimensions - 108mm by 33mm by 30mmIntegrated 1500mAh BatteryWattage Output Range: 5-40WVoltage Output Range: 3.2-4.2VResistance Range: 0.3-3.0ohmManual ModeDouble Ignition Mode - Draw or ButtonZinc-Alloy Chassis ConstructionSingle Firing ButtonOLED Display ScreenTwo Adjustment ButtonsDual Slotted Sliding Airflow Adjustment4.5mL Argus PodBottom Fill SystemVoopoo PnP Coil Series0.3ohm PnP-VM1 Coil1.0ohm PnP-R1 CoilPress-Fit Coil InstallationMagnetic Pod Connection2mL Argus MTL PodBottom Fill SystemVoopoo PnP Coil SeriesPress Fit Coil InstallationMagnetic Pod ConnectionLanyard Attachment PointAtomizer Short Circuit ProtectionLow Resistance ProtectionTemperature ProtectionOvercharge ProtectionOutput Over-Current ProtectionOvertime ProtectionType-C USB PortAvailable in Denim & Black Silver,VOOPOO ARGUS POD MOD KIT INCLUDES:1 Argus Pod Mod1 Argus DTL Pod1 Argus MTL Pod1 0.3ohm PnP-VM1 Coil1 1.0ohm PnP-R1 Coil1 MicroUSB Cable1 User ManualWARNING: Please have a
great understanding and technical knowledge on how to use this product in order
to properly use it. There is always an inherent risk when using any
rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage
for any modification of the batteries, chargers, devices and other products
that we carry in any form or shape, this is including pack making.

SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable
for any injury, damage, or defect, permanent or temporary that may be caused by
the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly. 

                              ","BRAND:
VOOPOO",VOOPOO ARGUS POD MOD KIT.png,"VAPE KIT,HARDWARE KIT,POD SYSTEM,ARGUS","$23.00,$23.00,$23.00,$23.00,$23.00","CF BLACK,DENIM SILVER,GREY SILVER,LITCHI LEATHER BLUE,LITCHI LEATHER RED",KITS
VOOPOO DRAG S & VMATE POD,"
                 Drag S & Vmate is the first Mod Pod+Pod dual device limited set that is also designed as a Christmas gift set for VOOPOO fans. This set will satisfy everything you want with Drag S Kit and Vmate Kit.Drag S adopts the advantage of metal and leather materials for comfortable hand feeling and durability. Powered by 2500mAh built-in battery, it features 5-60W adjustable power. And with GENE chip inside, it can ignite within 0.001s, and also provides intelligent functions such as PUFF recording, SCORE ranking, SMART switching start mode, and so on. Plus, it can hold 4.5ml large e-juice capacity for long-lasting vape. To bring you great flavor, it adopts innovative infinite airflow system and is compatible with all PnP coils.As for Vmate Kit, it features 900mAh built-in battery and 3ml e-juice capacity. With 17W max output, it is a low-cost starter device with the fullest resolution and flavor. Utilizing 0.7ohm mesh coil, it increases the heating area by more than 3 times to release a rich flavor. Moreover, it has an independent and one-way condensate space, and is 75% more leak-proof than other pods. Sincerely may you have a good time with this amazing set!Drag S Kit Details:1. Adopts the advantage of metal and leather materials2. GENE chip inside3. Innovative infinite airflow system4. 2500mAh built-in battery and 5-60W adjustable power5. Universal PnP atomizer platform6. 4.5ml e-juice capacity and PnP coilsVmate Pod Kit Details:1. 900mAh built-in battery and 17W max output2. 3ml e-juice capacity and 0.7ohm mesh coil3. Type-C 5V/1A fast charging for 2 days4. Independent and one-way condensate space5. Air induction startsVOOPOO DRAG S & VMATE POD INCLUDES:1x DRAG S Device1x VMATE Pod Device1x PnP Pod(4.5ml)1x PnP-VM1(0.3Ω)1x PnP-VM5(0.2Ω)1x Type-C Cable2x User ManualWARNING: Please have a
great understanding and technical knowledge on how to use this product in order
to properly use it. There is always an inherent risk when using any
rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage
for any modification of the batteries, chargers, devices and other products
that we carry in any form or shape, this is including pack making.

SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable
for any injury, damage, or defect, permanent or temporary that may be caused by
the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly. 

                              ","BRAND:
VOOPOO",VOOPOO DRAG S & VMATE POD.png,"VAPE KIT,HARDWARE KIT,POD SYSTEM,DRAG S,VMATE","$35.00,$35.00,$35.00","CHESTNUT,GALAXY BLUE,MARSALA",KITS
VOOPOO DRAG 2 PLATINUM REFRESH,"
                 Drag 2 Platinum Refresh Edition is a new version of VOOPOO Drag 2 Refresh Edition Kit. It consists of a 4.5ml PnP Pod Tank and a Drag 2 Platinum Mod powered by dual 18650 batteries. With big pod tank and 177W max output power, the kit can guarantee you a long-lasting vaping experience after one filling and charging. Aopting innovative GENE.FIT Chip, it will provide fast ignition and high burst and support intelligent identification of coil to prevent the coil from burning out. Besides, it is equipped with PnP-VM5 0.2ohm Coil and PnP-VM6 0.15ohm Coil and compatible with all PnP Coils. May you get different vaping experience with Drag 2 Platinum Refresh Edition Kit!VOOPOO DRAG 2 PLATINUM REFRESH DETAILS:1. 4.5ml large transformable PnP Pod Tank2. Innovative GENE.FIT Chip3. Dual 18650 battery and 177 max output power4. Balance charge with different brand battery5. Compatible with all PnP coils6. Multiple protections: Overtime/Short-circuit/Overcharge/Output over-current/Over discharge/Over-temperature/Battery Reverse/Balance Charge with Different Brand Battery ProtectionVOOPOO DRAG 2 PLATINUM REFRESH INCLUDES:1 x DRAG 2 Platinum Device1 x PnP Pod Tank 4.5ml1 x PnP-VM5, 0.2Ω1 x PnP-VM6, 0.15Ω1 x USB Cable1 x User ManualWARNING: Please have a
great understanding and technical knowledge on how to use this product in order
to properly use it. There is always an inherent risk when using any
rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage
for any modification of the batteries, chargers, devices and other products
that we carry in any form or shape, this is including pack making.

SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable
for any injury, damage, or defect, permanent or temporary that may be caused by
the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly. 

                              ","BRAND:
VOOPOO",VOOPOO DRAG 2 PLATINUM REFRESH.png,"VAPE KIT,HARDWARE KIT,POD SYSTEM,DRAG 2","$34.00,$34.00,$34.00,$34.00,$34.00","AURORA,DAWN,PINK,PUZZLE,SCARLET",KITS
AEGIS BOOST PRO KIT,"
                 Geekvape Aegis Boost Pro Kit is the latest continuation of the Aegis series. Aegis Boost Pro is powered by a single replaceable external 18650 battery. The maximum output power is increased to 100W, which can produce huge flavor and strong steam, can hold up to 6mL of e-juice in a refillable pod, the new boost coil allows users to chase the best flavor. An ultimate Quadra vaping system boosts up vaping experience to pro, with a new design embodied both in and out-an upgraded Gen 2 three-inlet airflow control& a refreshing brand-new UI. Greater e-liquid capacity and newly designed Boost Coils. Built-in latest chipset, provide fast ignition and multiple protections, enjoy the highest performance consistent user experience. Compact with a Universal USB-C port, four vaping experiences can be switched on in hands at ease. Also its sturdy appearance and precise craftsmanship are impressive.ParametersDimension: 113.04 x 50.15 x 28.6mmMaterial: Plastic&Silicone&Leather&Zine AlloyWattage Output:5~100WBattery Type: Single 18650 Battery (Not included)Capacity:6mlRefill Method: Top fillingCoil Resistance:0.2ohm/0.4ohmResistance Range: 0.1-3ohmOutput Voltage: 0.1-6.5V(MAX 7V)Input Voltage: 3.2-4.25VDisplay Screen: 0.96inch (TFT Color Screen)Features-Powered by a single 18650 (not included)-Maximum output power is increased to 100W-0.96inch (TFT Color Screen) display shows vaping data-Built-in latest chipset, provide fast ignition and multiple protections-Three-inlet airflow control& a refreshing brand-new UI-Hold up to 6mL of e-juice in a refillable pod-Universal USB-C portPackage includes1x Aegis Boost Pro Kit1x USB cable1x User manual1x Promotion card1x Warranty card
                              ","BRAND:
GEEKVAPE",AEGIS BOOST PRO KIT.png,"POD SYSTEM,AEGIS,VAPE KIT,VAPING","$28.00,$28.00,$28.00,$28.00,$28.00,$28.00","ALMIGHTY BLUE,AURA GLOW,DEVIL RED,GUNMETAL,SILVER,SPACE BLACK",KITS
VOOPOO ARGUS PRO KIT,"
                 Shop the VOOPOO Argus Pro 80W Pod Mod Kit, featuring the GENE.TT Chipset, various output modes, and compatibility with the PnP Coil Series. Hewn from durable zinc-alloy and accented with hints of leather, the Argus Pro delivers a great handfeel. Ergonomically fitting within the hand, the Argus Pro can be brought around safely using the lanyard attachment point. In addition, the Argus Pro can be used in a myriad of modes to safeguard the coil from burning or allowing custom adjustment of the wattage power. At the base is a type-C USB Port for fast charging and firmware updates, while at the top is a magnetic connection for PnP Pod and coils of the MTL or DTL variety.VOOPOO ARGUS PRO KIT FEATURES:GENE.TT ChipsetDimensions - 124mm by 35mm by 31mmIntegrated 3000mAh BatteryWattage Output Range: 5-80WVoltage Output Range: 3.2-4.2VResistance Range: 0.1-3.0ohmSmart ModeRBA ModeManual ModeDouble Ignition ModeZinc-Alloy Chassis ConstructionSingle Firing ButtonTwo Adjustment ButtonsOLED Display ScreenDual Slotted Sliding Airflow Adjustment4.5mL Argus PodBottom Fill SystemVoopoo PnP Coil Series0.3ohm PnP-VM1 Coil1.0ohm PnP-R1 CoilPress-Fit Coil InstallationMagnetic Pod Connection2mL Argus MTL PodBottom Fill SystemVoopoo PnP Coil SeriesPress Fit Coil InstallationMagnetic Pod ConnectionLanyard Attachment PointAtomizer Short Circuit ProtectionLow Resistance ProtectionTemperature ProtectionOvercharge ProtectionOutput Over-Current ProtectionOvertime ProtectionType-C USB PortAvailable in Vintage Grey & SilverVOOPOO ARGUS PRO KIT INCLUDES:1 Argus PRO Pod Mod1 4.5mL PnP Pod1 Silicone Pod Sleeve1 0.3ohm PnP-VM1 Coil1 0.15ohm PnP-VM6 Coil1 MicroUSB Cable1 User ManualWARNING: Please have a
great understanding and technical knowledge on how to use this product in order
to properly use it. There is always an inherent risk when using any
rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage
for any modification of the batteries, chargers, devices and other products
that we carry in any form or shape, this is including pack making.

SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable
for any injury, damage, or defect, permanent or temporary that may be caused by
the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly. 

                              ","BRAND:
VOOPOO",VOOPOO ARGUS PRO KIT.png,"VAPE KIT,HARDWARE KIT","$26.00,$26.00,$26.00,$26.00,$26.00","CF BLACK,DENIM SILVER,GREY SILVER,LEATHER BLUE,LEATHER RED",KITS
YOCAN FALCON KIT,"
                 Yocan is a brand that loves to redesign vaporizers and reinvent the way we see vaping, whether it’s consuming wax concentrates or dry herb strains. The Yocan Falcon Vaporizer is a device designed to cover all facets of vaping, and even add the element of water filtration and moisture conditioning to your daily sessions. The Yocan Falcon Vaporizer comes with a powerful 1000mAh battery that works in conjunction with a slew of heating elements including the brand’s latest quartz tri coil for wax concentrates and their pancake coil for dry herbs. You can also use Yocan’s proprietary XTAL Coils which allows you to use the Yocan Falcon Vaporizer as a nectar collector to help you consume larger dabs for more satisfying hits. On that note, the Yocan Falcon Vaporizer comes with its own dish and metal jar where you can store your concentrates and dab straight from the dish. All built with magnetic connection to promote simplicity and ease of use. The Yocan Falcon Vaporizer is one of the best and the most practical devices on the market that’s perfect for both beginners and advanced consumers. It gives you all the necessary tools you need to get started whether you’re a fan of consuming botanical plant matter or its waxy derivative.Superior BatteryThe Yocan Falcon Vaporizer is outfitted with a 1000mAh that’s perfect for a device like the Yocan Falcon Vaporizer that’s built to be an on-the-go unit. With a battery that’s widely compatible with different heating elements, having one with a beefy capacity is somewhat of a must. The quartz tri coils and the pancake coils can be demanding atomizers when it comes to power. Nevertheless, having more than enough juice to last you significant sessions in between charges is important. That's why the folks at Yocan gave emphasis to longevity and overall superiority when it comes to heating and extracting the active ingredients from both wax concentrates and select botanical dry herb strains. So, whatever the demand is in vaping, the Yocan Falcon Vaporizer has definitely got you covered. The battery is even great for quick group sessions as it can withstand several cycles you you and your friends are in for partaking.In terms of size, a battery as beefy as the Yocan Falcon Vaporizer deserves to have a larger size. Consequentially, the increased bulk works in the Yocan Falcon Vaporizer’s favor as the battery looks and feels sturdy and can handle minor wear and tear from daily use and carrying activity. The Yocan Falcon Vaporizer offers a battery that can last as good as it looks.Multi-Functional VaporizerThe Yocan Falcon Vaporizer is a multi-functional vaporizer that can be used in 6 different ways. All involving the use of simple and straightforward operation that even a beginner, let alone an advanced consumer, can work out how to use the Yocan Falcon Vaporizer. Below are just some of the means of how you can use the Yocan Falcon Vaporizer.1. XTAL Tip with Glass Attachment.This method of using the Yocan Falcon Vaporizer allows you to connect the XTAL Tip and work the Yocan Falcon Vaporizer like you would a nectar collector. Simply turn the Yocan Falcon Vaporizer on and hover the XTAL Tip on the wax concentrates and you’re good to go. The Glass attachment also helps smoothen out the vapor by using water filtration and moisture conditioning.2. Quartz Tri Coil with Glass Attachment.The Yocan Falcon Vaporizer can be used with the quartz tri coil for a relatively familiar experience but with a twist. You get the same powerful performance as you would with a traditional dab pen but you also get the benefits of having the vapors filtered and moisturized using the glass attachment that can accommodate water.3. Pancake Style Coil with Glass Attachment.If you’ve been consuming weed, you’d know that it hits hard but it comes with a certain harshness. Using the Yocan Falcon Vaporizer this way lets you still reap the benefits of consuming herbs but lets you eliminate the harshness of consuming ground botanical plant matter. This way you can still enjoy your daily rituals but you no longer have to cough your lungs out in the process.The first three options of using the Yocan Falcon Vaporizer may not be entirely portable because the glass attachment can get in the way of carrying the Yocan Falcon Vaporizer. The next three leans more on the portable side as they can be used without the glass attachment.4. XTAL Tip.The same way you use the Yocan Falcon Vaporizer as a nectar collector but this time without the glass attachment. And while this omits the element of water filtration, it ensures you get a portable version of the Yocan Falcon Vaporizer.5. Quartz Tri Coil.Like a traditional dab pen, the Yocan Falcon Vaporizer when paired with the quartz tri coil offers a traditional experience. Pretty much like using any of the brand’s dab pens, the Yocan Falcon Vaporizer makes for a great bad pen for on-the-go use.6. Pancake Coil.The Yocan Falcon Vaporizer can vaporize select dry herb strains using its pancake coils. Like its Yocan Evolve-D predecessors, the Yocan Falcon Vaporizer can be used to consume select botanicals on-the-go. It's also fairly easy and straightforward.Preset Temperature LevelIf you think the Yocan Falcon Vaporizer’s ability to customize and personalize your sessions ends there, you’ll be surprised to know that this device also comes with variable voltage settings. This means that you can easily alter the level of voltage the battery uses to heat your preferred materials. However, it’s mainly used as temperature directly affects the quality of vapor the Yocan Falcon Vaporizer produces.The lowest temperature setting is at around 3.2 volts. The medium setting at 3.7 volts while the highest is at 4.2 volts. The lowest temperature setting lets you enjoy flavorful vapors from your favorite materials while the highest temperature setting allows the extraction of the potent active ingredients of your materials. You can simply select amongst the available temperature settings depending on your preference.What’s in the box:1 x Yocan Falcon Vaporizer1 x Metal Mouthpiece1 x XTAL Tip1 x Pancake Coil1 x Pick Tool1 x Cleaning Brush1 x Mini Cleaning Brush1 x USB-C Cable1 x Multi-Functional Holder1 x User ManualWARNING: Please have a
great understanding and technical knowledge on how to use this product in order
to properly use it. There is always an inherent risk when using any
rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage
for any modification of the batteries, chargers, devices and other products
that we carry in any form or shape, this is including pack making.

SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable
for any injury, damage, or defect, permanent or temporary that may be caused by
the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly. 
                              ","BRAND:
YOCAN",YOCAN FALCON KIT.png,"YOCAN,VAPE KIT,POD SYSTEM","$40.00,$40.00,$40.00,$40.00,$40.00","BLACK,BLUE,PURPLE,RED,SILVER",KITS
SMOK NORD 4 KIT ,"
                SMOK NORD 4 KIT DESCRIPTIONNord 4 (80W) is an emblematic pod system kit with versatile capabilities, which can give full play to the performance and advantages of the entire device. It has a built-in 2000mAh battery, enough to provide a maximum power of 80 watts. The kit comes with two 4.5ml nord 4 pods, one with an RPM 2 mesh coil and the other with an RPM mesh coil. Besides, two air-inlet rings are cleverly designed on the top of the device for free adjustment of air intake. We build this stunner for you, and you make it yours. Innovation keeps changing the vaping experience!THE KIT INCLUDES1 x nord 4 Device (2000mAh)1 x nord 4 RPM 2 Pod (RPM 2 Mesh 0.16Ω Coil Preinstalled) (4.5ml)1 x nord 4 RPM Pod (RPM Mesh 0.4Ω Coil Preinstalled) (4.5ml)1 x Type-C Cable1 x User ManualSPECIFICATIONSProduct Category: Electronic CigaretteSize: 33.7* 24.4* 104.9mmWeight: 115gOutput Wattage: 5W-80WBattery Capacity: 2000mAhStandby Current: < 50uAInput Voltage: 3.3V-4.2VOutput Voltage: 0.5V-4.0VResistance Range: 0.15Ω-2.50ΩCharging Voltage: 5V±0.2VCharging Current: 1.1A (Max)Overcharge Voltage: 4.3V±0.05VOverdischarge Voltage: 2.4V±0.05VOvercharge Current: 2A±0.6ALEATHER SERIESProduct Category: Electronic CigaretteSize: 33.7* 24.8* 104.9mmWeight: 125gOutput Wattage: 5W-80WBattery Capacity: 2000mAhStandby Current: < 50uAInput Voltage: 3.3V-4.2VOutput Voltage: 0.5V-4.0VResistance Range: 0.15Ω-2.50ΩCharging Voltage: 5V±0.2VCharging Current: 1.4A (Max)Overcharge Voltage: 4.3V±0.05VOverdischarge Voltage: 2.4V±0.05VOvercharge Current: 2A±0.6AWARNING: Please have a
great understanding and technical knowledge on how to use this product in order
to properly use it. There is always an inherent risk when using any
rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage
for any modification of the batteries, chargers, devices and other products
that we carry in any form or shape, this is including pack making.

SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable
for any injury, damage, or defect, permanent or temporary that may be caused by
the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly. 
                              ","BRAND:
SMOK",SMOK NORD 4 KIT .png,"NEW,POD DEVICE,SMOKE POD DEVICE,NORD 4","$24.00,$24.00,$24.00,$24.00,$24.00,$24.00,$24.00,$24.00","7 COLOR ARMOR,BLACK ARMOR,BLUE GREY ARMOR,FLUID 7 COLOR,FLUID BLACK GREY,RASTA GREEN ARMOR,RED GREY ARMOR,WHITE ARMOR",KITS
UWELL CALIBURN KOKO PRIME,"
                 Uwell Caliburn KOKO Prime is an upgraded version of the original UWELL CALIBURN KOKO, with a series of updates and optimizations in terms of material, performance, and flavor. Equipped with the same compact size as the original Caliburn KOKO, rectangular design, no buttons on the body, and made of lightweight and durable PC+ABS materials. Users can also choose to replace the exterior decorative panels for a personalized experience. Caliburn KOKO Prime has a built-in 690mAh battery with a larger capacity and uses a faster and more convenient Type-C port, which can be fully charged in less than an hour with a 1.6A charging current. Caliburn KOKO Prime also has a three-color LED indicator. You can easily know the working condition and battery levels with an indicator light. Its air switch design allows you to directly vape by inhaling without needing to hold any buttons.Uwell Caliburn KOKO Prime pod kit utilizes a refillable pod cartridge system that pod cartridge has a 2ml capacity and uses a top filling system which is best for reducing leaks. Designed for salt nicotine e-liquids, you'll enjoy smooth and consistent draws. Caliburn KOKO Prime also is compatible with Caliburn G pods and coils, and introduces a new 1.0ohm FeCrAl coil, making it ideal for smokers of all experience levels. A plug and play design make replacing and installing coils a hassle-free process. Exclusive patented Pro-Focs flavor testing technology also brings flavor to new heights. With ingenious airway design, you can get two different vape experiences when the pod is installed in different directions. Users can alternate their inhale by rotating the pod's, whether they prefer a loose inhale or a tighter, more restricted draw.FEATURES• Fashionable Lanyard to Free Your Hands• Interchangeable Decorative Panels• 690mAh Built-In Battery• 15W Max Output• USB Type-C Port with 1.6A Fast Charging• LED Indicator Light• Inhale Activated Mechanism• 2ML Top-Fill Pod• Ingenious Dual Airway Design• Compatible with Caliburn G Pod & Coils• Press-Fit Coil Installation• Uwell's Exclusive Patented Pro-Focs Flavor Testing TechnologySPECIFICATIONMaterial:PCTG, PC+ABSSize:68mm × 45.6mm × 16mmBattery Capacity:690mAhMaximum Wattage:15WE-liquid Capacity:2mlFilling Type:Top FillingCoil Resistance:UN2 Meshed-H 0.8 Ω (Sold Separately) / 1 Ω(Pre-installed)Colors:Purple, Blue, Grey, Black, Christmas Limited Edition(New Color)PACKAGE LIST1 x UWELL Caliburn KOKO Prime1 x 1.0ohm Caliburn KOKO Prime Pod1 x Type-C USB Cable1 x User Manual1 x Warranty CardAVAILABLE COLORSGREEN, RED
                              ","BRAND:
UWELL",UWELL CALIBURN KOKO PRIME.png,"UWELL,VAPE KIT,POD SYSTEM","$21.00,$21.00","GREEN,RED",KITS
VAPORESSO LUXE II KIT,"
                 Introducing the LUXE II, which is equipped with the transformative AXON CHIP and a thoroughly upgraded UI. The PULSE MODE constantly delivers a satisfying throat hit. By adopting the NRG-S tank loaded GT MESH coils, the LUXE II empowers a flavorful and powerful vaping experience. Boasting the most eye-catching 2.0” TFT color screen and an elegant design, the LUXE II is impressive at first sight.• AXON Chip• Pulse Mode• 2.0’’ TFT color screenVAPORESSO LUXE II KIT FEATURES:• Tank capacity - 8ml (Standard)/2ml (TPD)• Battery capacity - 2x18650 (Not included)• Output wattage - 5-220W• Display - 2.0'' TFT Color Screen• Resistance range - 0.03-5Ω• Charging current - 5V/2.5A• Coils - GT Meshed Coil(0.18Ω, 50-85W), GT4 Meshed Coil(0.15Ω, 50-75W)• Chipset - AXON ChipVAPORESSO LUXE II KIT INCLUDES: 1 x LUXE II Mod1 x NRG-S Tank (8ml)1 × GT MESHED coil 0.18Ω (Pre-installed)1 × GT4 MESHED coil 0.15Ω (In the Box)1 × Replacement glass tube (5ml)4 × O-ring1 × USB cable1 x User Manual1 x Warranty CardWARNING: Please
have a great understanding and technical knowledge on how to use this product
in order to properly use it. There is always an inherent risk when using
any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not
held responsible for any damage for any modification of the batteries,
chargers, devices and other products that we carry in any form or shape, this
is including pack making.
SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 



 
                              ","BRAND:
VAPORESSO",VAPORESSO LUXE II KIT.png,"VAPORESSO,POD SYSTEM","$54.00,$54.00,$54.00","HOLOGRAPHIC BLACK,JADE GREEN,SILVER",KITS
