title,description,Brand,imageName,Tags,price,Variation,category
INNEVAPE SALT NIC 30ML VAPE MY DAY,"
                 What makes Innevape’s e-liquids salt nic better? Simple – Better quality ingredients. Innevape is dedicated to creating and providing the smoothest, best tasting American-Made Salt Nic E-Liquids on the market. All of Innevape’s E-Liquids are made with a proprietary blend of only the finest quality ingredients. Made for use in pod based devices and other low output atomizers.Innevape Salt Nic 30ml Series Features:30ml BottleMade in USAAvailable in 0mg, 3mg, 6mgInnevape Salt Nic 30ml Series Flavors:TNT - also known as ""The Next Tobacco"" gives you a  Blond Virginia Cured Tobacco leaf with a touch of maple sweetness. The most authentic tobacco liquid available on the market today.TNT Menthol -brings you the same tobacco flavor as TNT, but with the amazing menthol finish.Vape My Day (VMD) - Butterscotch, Caramel, touch of Hazelnut. Smooth, Velvety, melt-in-your mouth good.  VMD fans have nicknamed it ‘Waffles’. Heisenberg - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushie.Heisenberg Menthol - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushiet with the amazing menthol finish.CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
                              ","BRAND:
INNEVAPE",INNEVAPE SALT NIC 30ML VAPE MY DAY.png,"INNEVAPE E-JUICE 75ML SERIES,VAPE JUICE,E-LIQUID",,"VAPE MY DAY SALT NIC 24MG,VAPE MY DAY SALT NIC 50MG",E-LIQUID
INNEVAPE SALT NIC 30ML TNT MENTHOL,"
                 What makes Innevape’s e-liquids salt nic better? Simple – Better quality ingredients. Innevape is dedicated to creating and providing the smoothest, best tasting American-Made Salt Nic E-Liquids on the market. All of Innevape’s E-Liquids are made with a proprietary blend of only the finest quality ingredients. Made for use in pod based devices and other low output atomizers.Innevape Salt Nic 30ml Series Features:30ml BottleMade in USAAvailable in 0mg, 3mg, 6mgInnevape Salt Nic 30ml Series Flavors:TNT - also known as ""The Next Tobacco"" gives you a  Blond Virginia Cured Tobacco leaf with a touch of maple sweetness. The most authentic tobacco liquid available on the market today.TNT Menthol -brings you the same tobacco flavor as TNT, but with the amazing menthol finish.Vape My Day (VMD) - Butterscotch, Caramel, touch of Hazelnut. Smooth, Velvety, melt-in-your mouth good.  VMD fans have nicknamed it ‘Waffles’. Heisenberg - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushie.Heisenberg Menthol - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushiet with the amazing menthol finish.CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
                              ","BRAND:
INNEVAPE",INNEVAPE SALT NIC 30ML TNT MENTHOL.png,"INNEVAPE E-JUICE 75ML SERIES,VAPE JUICE,E-LIQUID,INNEVAPE",,"TNT MENTHOL SALT NIC 24MG,TNT MENTHOL SALT NIC 50MG",E-LIQUID
INNEVAPE SALT NIC 30ML TNT,"
                 What makes Innevape’s e-liquids salt nic better? Simple – Better quality ingredients. Innevape is dedicated to creating and providing the smoothest, best tasting American-Made Salt Nic E-Liquids on the market. All of Innevape’s E-Liquids are made with a proprietary blend of only the finest quality ingredients. Made for use in pod based devices and other low output atomizers.Innevape Salt Nic 30ml Series Features:30ml BottleMade in USAAvailable in 0mg, 3mg, 6mgInnevape Salt Nic 30ml Series Flavors:TNT - also known as ""The Next Tobacco"" gives you a  Blond Virginia Cured Tobacco leaf with a touch of maple sweetness. The most authentic tobacco liquid available on the market today.TNT Menthol -brings you the same tobacco flavor as TNT, but with the amazing menthol finish.Vape My Day (VMD) - Butterscotch, Caramel, touch of Hazelnut. Smooth, Velvety, melt-in-your mouth good.  VMD fans have nicknamed it ‘Waffles’. Heisenberg - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushie.Heisenberg Menthol - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushiet with the amazing menthol finish.CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
                              ","BRAND:
INNEVAPE",INNEVAPE SALT NIC 30ML TNT.png,"INNEVAPE E-JUICE 75ML SERIES,SALT NIC,VAPE JUICE,E-LIQUID",,"TNT SALT NIC 24MG,TNT SALT NIC 50MG",E-LIQUID
INNEVAPE E-LIQUIDS 75ML 1CT - WHATAMELON MENTHOL,"
                 What makes Innevape’s e-liquids better? Simple – Better quality ingredients. Innevape is dedicated to creating and providing the smoothest, best tasting American-Made E-Liquids on the market. All of Innevape’s E-Liquids are made with a proprietary blend of only the finest quality ingredients including: Kosher Grade VG (Vegetable Glycerin), PG (Propylene Glycol), and FDA Approved Flavor Agents.Innevape E-Juice 75ml Series Features:75mL Bottle30% PG70% VGMade in USAAvailable in 0mg, 3mg, 6mgInnevape E-Juice 75ml Series Flavors:TNT - also known as ""The Next Tobacco"" gives you a  Blond Virginia Cured Tobacco leaf with a touch of maple sweetness. The most authentic tobacco liquid available on the market today.TNT Menthol -brings you the same tobacco flavor as TNT, but with the amazing menthol finish.Vape My Day (VMD) - Butterscotch, Caramel, touch of Hazelnut. Smooth, Velvety, melt-in-your mouth good.  VMD fans have nicknamed it ‘Waffles’. Heisenberg - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushie.Heisenberg Menthol - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushiet with the amazing menthol finish.CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
                              ","BRAND:
INNEVAPE",INNEVAPE E-LIQUIDS 75ML 1CT - WHATAMELON MENTHOL.png,"INNEVAPE E-JUICE 75ML SERIES,E-LIQUID,VAPE JUICE",,"WHATAMELON MENTHOL 0.3MG,WHATAMELON MENTHOL 0.6MG",E-LIQUID
INNEVAPE E-LIQUIDS 75ML 1CT - WHATAMELON,"
                 What makes Innevape’s e-liquids better? Simple – Better quality ingredients. Innevape is dedicated to creating and providing the smoothest, best tasting American-Made E-Liquids on the market. All of Innevape’s E-Liquids are made with a proprietary blend of only the finest quality ingredients including: Kosher Grade VG (Vegetable Glycerin), PG (Propylene Glycol), and FDA Approved Flavor Agents.Innevape E-Juice 75ml Series Features:75mL Bottle30% PG70% VGMade in USAAvailable in 0mg, 3mg, 6mgInnevape E-Juice 75ml Series Flavors:TNT - also known as ""The Next Tobacco"" gives you a  Blond Virginia Cured Tobacco leaf with a touch of maple sweetness. The most authentic tobacco liquid available on the market today.TNT Menthol -brings you the same tobacco flavor as TNT, but with the amazing menthol finish.Vape My Day (VMD) - Butterscotch, Caramel, touch of Hazelnut. Smooth, Velvety, melt-in-your mouth good.  VMD fans have nicknamed it ‘Waffles’. Heisenberg - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushie.Heisenberg Menthol - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushiet with the amazing menthol finish.CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
                              ","BRAND:
INNEVAPE",INNEVAPE E-LIQUIDS 75ML 1CT - WHATAMELON.png,"INNEVAPE E-JUICE 75ML SERIES,E-LIQUID,VAPE JUICE",,"WHATAMELON 0.3MG,WHATAMELON 0.6MG",E-LIQUID
INNEVAPE E-LIQUIDS 75ML 1CT - CAROUSEL ICE,"
                 What makes Innevape’s e-liquids better? Simple – Better quality ingredients. Innevape is dedicated to creating and providing the smoothest, best tasting American-Made E-Liquids on the market. All of Innevape’s E-Liquids are made with a proprietary blend of only the finest quality ingredients including: Kosher Grade VG (Vegetable Glycerin), PG (Propylene Glycol), and FDA Approved Flavor Agents.Innevape E-Juice 75ml Series Features:75mL Bottle30% PG70% VGMade in USAAvailable in 0mg, 3mg, 6mgInnevape E-Juice 75ml Series Flavors:TNT - also known as ""The Next Tobacco"" gives you a  Blond Virginia Cured Tobacco leaf with a touch of maple sweetness. The most authentic tobacco liquid available on the market today.TNT Menthol -brings you the same tobacco flavor as TNT, but with the amazing menthol finish.Vape My Day (VMD) - Butterscotch, Caramel, touch of Hazelnut. Smooth, Velvety, melt-in-your mouth good.  VMD fans have nicknamed it ‘Waffles’. Heisenberg - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushie.Heisenberg Menthol - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushiet with the amazing menthol finish.CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
                              ","BRAND:
INNEVAPE",INNEVAPE E-LIQUIDS 75ML 1CT - CAROUSEL ICE.png,"INNEVAPE E-JUICE 75ML SERIES,E-LIQUID,VAPE JUICE",,"CAROUSEL ICE 0.3MG,CAROUSEL ICE 0.6MG",E-LIQUID
INNEVAPE E-LIQUIDS 75ML 1CT - CHILL OUT - 0.6MG,"
                 What makes Innevape’s e-liquids better? Simple – Better quality ingredients. Innevape is dedicated to creating and providing the smoothest, best tasting American-Made E-Liquids on the market. All of Innevape’s E-Liquids are made with a proprietary blend of only the finest quality ingredients including: Kosher Grade VG (Vegetable Glycerin), PG (Propylene Glycol), and FDA Approved Flavor Agents.Innevape E-Juice 75ml Series Features:75mL Bottle30% PG70% VGMade in USAAvailable in 0mg, 3mg, 6mgInnevape E-Juice 75ml Series Flavors:TNT - also known as ""The Next Tobacco"" gives you a  Blond Virginia Cured Tobacco leaf with a touch of maple sweetness. The most authentic tobacco liquid available on the market today.TNT Menthol -brings you the same tobacco flavor as TNT, but with the amazing menthol finish.Vape My Day (VMD) - Butterscotch, Caramel, touch of Hazelnut. Smooth, Velvety, melt-in-your mouth good.  VMD fans have nicknamed it ‘Waffles’. Heisenberg - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushie.Heisenberg Menthol - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushiet with the amazing menthol finish.CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
                              ","BRAND:
INNEVAPE",INNEVAPE E-LIQUIDS 75ML 1CT - CHILL OUT - 0.6MG.png,"INNEVAPE E-JUICE 75ML SERIES,E-LIQUID,VAPE JUICE",,CHILL OUT 0.6MG,E-LIQUID
INNEVAPE E-LIQUIDS 75ML 1CT - TNT MENTHOL,"
                 What makes Innevape’s e-liquids better? Simple – Better quality ingredients. Innevape is dedicated to creating and providing the smoothest, best tasting American-Made E-Liquids on the market. All of Innevape’s E-Liquids are made with a proprietary blend of only the finest quality ingredients including: Kosher Grade VG (Vegetable Glycerin), PG (Propylene Glycol), and FDA Approved Flavor Agents.Innevape E-Juice 75ml Series Features:75mL Bottle30% PG70% VGMade in USAAvailable in 0mg, 3mg, 6mgInnevape E-Juice 75ml Series Flavors:TNT - also known as ""The Next Tobacco"" gives you a  Blond Virginia Cured Tobacco leaf with a touch of maple sweetness. The most authentic tobacco liquid available on the market today.TNT Menthol -brings you the same tobacco flavor as TNT, but with the amazing menthol finish.Vape My Day (VMD) - Butterscotch, Caramel, touch of Hazelnut. Smooth, Velvety, melt-in-your mouth good.  VMD fans have nicknamed it ‘Waffles’. Heisenberg - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushie.Heisenberg Menthol - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushiet with the amazing menthol finish.CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
                              ","BRAND:
INNEVAPE",INNEVAPE E-LIQUIDS 75ML 1CT - TNT MENTHOL.png,"INNEVAPE E-JUICE 75ML SERIES,E-LIQUID,VAPE JUICE",,"TNT MENTHOL 0.0MG,TNT MENTHOL 0.3MG,TNT MENTHOL 0.6MG",E-LIQUID
INNEVAPE E-LIQUIDS 75ML 1CT - TNT,"
                 What makes Innevape’s e-liquids better? Simple – Better quality ingredients. Innevape is dedicated to creating and providing the smoothest, best tasting American-Made E-Liquids on the market. All of Innevape’s E-Liquids are made with a proprietary blend of only the finest quality ingredients including: Kosher Grade VG (Vegetable Glycerin), PG (Propylene Glycol), and FDA Approved Flavor Agents.Innevape E-Juice 75ml Series Features:75mL Bottle30% PG70% VGMade in USAAvailable in 0mg, 3mg, 6mgInnevape E-Juice 75ml Series Flavors:TNT - also known as ""The Next Tobacco"" gives you a  Blond Virginia Cured Tobacco leaf with a touch of maple sweetness. The most authentic tobacco liquid available on the market today.TNT Menthol -brings you the same tobacco flavor as TNT, but with the amazing menthol finish.Vape My Day (VMD) - Butterscotch, Caramel, touch of Hazelnut. Smooth, Velvety, melt-in-your mouth good.  VMD fans have nicknamed it ‘Waffles’. Heisenberg - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushie.Heisenberg Menthol - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushiet with the amazing menthol finish.CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
                              ","BRAND:
INNEVAPE",INNEVAPE E-LIQUIDS 75ML 1CT - TNT.png,"INNEVAPE E-JUICE 75ML SERIES,E-LIQUID,VAPE JUICE",,"TNT 0.0MG,TNT 0.3MG,TNT 0.6MG",E-LIQUID
INNEVAPE E-LIQUIDS 75ML 1CT - VAPE MY DAY,"
                 What makes Innevape’s e-liquids better? Simple – Better quality ingredients. Innevape is dedicated to creating and providing the smoothest, best tasting American-Made E-Liquids on the market. All of Innevape’s E-Liquids are made with a proprietary blend of only the finest quality ingredients including: Kosher Grade VG (Vegetable Glycerin), PG (Propylene Glycol), and FDA Approved Flavor Agents.Innevape E-Juice 75ml Series Features:75mL Bottle30% PG70% VGMade in USAAvailable in 0mg, 3mg, 6mgInnevape E-Juice 75ml Series Flavors:TNT - also known as ""The Next Tobacco"" gives you a  Blond Virginia Cured Tobacco leaf with a touch of maple sweetness. The most authentic tobacco liquid available on the market today.TNT Menthol -brings you the same tobacco flavor as TNT, but with the amazing menthol finish.Vape My Day (VMD) - Butterscotch, Caramel, touch of Hazelnut. Smooth, Velvety, melt-in-your mouth good.  VMD fans have nicknamed it ‘Waffles’. Heisenberg - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushie.Heisenberg Menthol - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushiet with the amazing menthol finish.CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
                              ","BRAND:
INNEVAPE",INNEVAPE E-LIQUIDS 75ML 1CT - VAPE MY DAY.png,"INNEVAPE E-JUICE 75ML SERIES,E-LIQUID,VAPE JUICE",,"VAPE MY DAY 0.0MG,VAPE MY DAY 0.3MG,VAPE MY DAY 0.6MG",E-LIQUID
